DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q22.1,3,129751224,TMCC1,TMCC1,,,ENSG00000172765,,,rs559138871-T,rs559138871,0.0,559138871,intron_variant,0.0,0.002,7e-06,5.154901959985743,,1.49,[1.25-1.77],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q25.1,3,150348753,TSC22D2,LINC01214 - TSC22D2,ENSG00000243550,ENSG00000196428,,52148.0,59545.0,rs62271373-A,rs62271373,0.0,62271373,regulatory_region_variant,1.0,0.0553,1e-09,9.0,,1.09,[1.06-1.12],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q25.2,3,152368744,MBNL1,MBNL1,,,ENSG00000152601,,,rs13065698-A,rs13065698,0.0,13065698,intron_variant,0.0,0.6002,8e-13,12.096910013008056,,1.05,[1.03-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q25.2,3,152700092,MBNL1,MBNL1 - ATP5MGP5,ENSG00000152601,ENSG00000242561,,234312.0,100342.0,rs74653713-C,rs74653713,0.0,74653713,intergenic_variant,1.0,0.9571,1e-08,8.0,,1.1,[1.06-1.13],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q25.2,3,152715839,MBNL1,MBNL1 - ATP5MGP5,ENSG00000152601,ENSG00000242561,,250059.0,84595.0,rs35497231-C,rs35497231,0.0,35497231,intergenic_variant,1.0,0.3169,8e-08,7.096910013008056,,1.04,[1.02-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q26.2,3,168501053,EGFEM1P,EGFEM1P,,,ENSG00000206120,,,rs7629630-A,rs7629630,0.0,7629630,intron_variant,0.0,0.8567,3e-08,7.522878745280337,,1.05,[1.03-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q26.2,3,171015287,SLC2A2,SLC2A2,,,ENSG00000163581,,,rs9873618-G,rs9873618,0.0,9873618,intron_variant,0.0,0.71,5e-21,20.30102999566398,,1.07,[1.05-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.1,3,184020672,ABCC5,ABCC5 - EEF1A1P8,ENSG00000114770,ENSG00000223529,,2733.0,5697.0,rs2872246-A,rs2872246,0.0,2872246,intergenic_variant,1.0,0.4538,2e-08,7.698970004336019,,1.04,[1.02-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.2,3,185785668,IGF2BP2,IGF2BP2,,,ENSG00000073792,,,rs6780171-A,rs6780171,0.0,6780171,intron_variant,0.0,0.3138,8.999999999999998e-56,55.04575749056068,,1.14,[1.12-1.16],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.2,3,185796633,IGF2BP2,IGF2BP2,,,ENSG00000073792,,,rs150111048-G,rs150111048,0.0,150111048,intron_variant,0.0,0.2388,3e-07,6.522878745280337,,1.12,[1.07-1.16],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.2,3,185823425,IGF2BP2,IGF2BP2,,,ENSG00000073792,,,rs11717959-G,rs11717959,0.0,11717959,intron_variant,0.0,0.6208,3e-06,5.522878745280337,,1.04,[1.02-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.2,3,186112102,IGF2BP2,DGKG,,,ENSG00000058866,,,rs1516728-A,rs1516728,0.0,1516728,intron_variant,0.0,0.759,6e-06,5.221848749616356,,1.03,[1.02-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.3,3,186947857,ST6GAL1,ST6GAL1,,,ENSG00000073849,,,rs3887925-T,rs3887925,0.0,3887925,intron_variant,0.0,0.5468,3e-22,21.522878745280337,,1.07,[1.05-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.3,3,186957489,ST6GAL1,ST6GAL1,,,ENSG00000073849,,,rs7645517-A,rs7645517,0.0,7645517,intron_variant,0.0,0.0576,3e-08,7.522878745280337,,1.08,[1.05-1.11],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,3q27.3,3,188023111,LPP,LINC01991 - LPP-AS2,ENSG00000224187,ENSG00000270959,,46704.0,128095.0,rs4686471-C,rs4686471,0.0,4686471,intergenic_variant,1.0,0.6104,2e-20,19.69897000433602,,1.06,[1.05-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.3,4,622819,PCGF3,TMEM271 - PDE6B,ENSG00000273238,ENSG00000133256,,46524.0,2754.0,rs111827885-C,rs111827885,0.0,111827885,intergenic_variant,1.0,0.0156,8e-06,5.096910013008056,,1.18,[1.10-1.27],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.3,4,751184,PCGF3,PCGF3,,,ENSG00000185619,,,rs1531583-T,rs1531583,0.0,1531583,intron_variant,0.0,0.0458,4e-14,13.397940008672036,,1.13,[1.09-1.16],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.3,4,1016289,PCGF3,FGFRL1,,,ENSG00000127418,,,rs35654957-C,rs35654957,0.0,35654957,intron_variant,0.0,0.367,4e-07,6.3979400086720375,,1.03,[1.02-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.3,4,1782676,MAEA,TACC3 - FGFR3,ENSG00000013810,ENSG00000068078,,37505.0,10617.0,rs56337234-C,rs56337234,0.0,56337234,regulatory_region_variant,1.0,0.5026,9e-18,17.045757490560675,,1.06,[1.04-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.3,4,3240118,HTT,HTT,,,ENSG00000197386,,,rs362307-T,rs362307,0.0,362307,3_prime_UTR_variant,0.0,0.0768,1e-09,9.0,,1.08,[1.05-1.10],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.1,4,6300792,WFS1,WFS1,,,ENSG00000109501,,,rs1801212-A,rs1801212,0.0,1801212,missense_variant,0.0,0.7087,5e-06,5.301029995663981,,1.05,[1.03-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p16.1,4,6305036,WFS1,WFS1 - PPP2R2C,ENSG00000109501,ENSG00000074211,,1771.0,15542.0,rs10937721-C,rs10937721,0.0,10937721,intron_variant,1.0,0.588,2e-08,7.698970004336019,,1.06,[1.04-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p15.31,4,17791246,LCORL,FAM184B - DCAF16,ENSG00000047662,ENSG00000163257,,9625.0,9409.0,rs12640250-C,rs12640250,0.0,12640250,intergenic_variant,1.0,0.7149,4e-08,7.397940008672037,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,4p12,4,45184122,GNPDA2,PRDX4P1 - THAP12P9,ENSG00000248987,ENSG00000248320,,239161.0,139131.0,rs10938398-A,rs10938398,0.0,10938398,intergenic_variant,1.0,0.4289,4e-12,11.397940008672036,,1.05,[1.03-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q11.2,5,56552842,ANKRD55,C5orf67,,,ENSG00000225940,,,rs2431115-A,rs2431115,0.0,2431115,intron_variant,0.0,0.4015,4e-10,9.397940008672036,,1.04,[1.03-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q11.2,5,56565768,ANKRD55,C5orf67,,,ENSG00000225940,,,rs9687832-A,rs9687832,0.0,9687832,intron_variant,0.0,0.1975,2e-20,19.69897000433602,,1.08,[1.06-1.10],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q11.2,5,56900777,ANKRD55,MAP3K1 - SETD9,ENSG00000095015,ENSG00000155542,,4625.0,8483.0,rs96844-G,rs96844,0.0,96844,intron_variant,1.0,0.2622,5e-08,7.301029995663981,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q13.3,5,75707853,POC5,POC5,,,ENSG00000152359,,,rs2307111-T,rs2307111,0.0,2307111,missense_variant,0.0,0.6053,2e-16,15.69897000433602,,1.05,[1.04-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q13.3,5,77129124,ZBED3,"PDE8B, PDE8B, ZBED3-AS1",,,"ENSG00000284762, ENSG00000113231, ENSG00000250802",,,rs4457053-G,rs4457053,0.0,4457053,intron_variant,0.0,0.3036,8e-18,17.096910013008056,,1.06,[1.05-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q14.1,5,79134784,DMGDH,DMGDH,,,ENSG00000132837,,,rs1316776-C,rs1316776,0.0,1316776,intron_variant,0.0,0.6476,3e-12,11.522878745280336,,1.05,[1.03-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q14.3,5,87281535,RASA1,RASA1,,,ENSG00000145715,,,rs7719891-G,rs7719891,0.0,7719891,intron_variant,0.0,0.2585,2e-08,7.698970004336019,,1.04,[1.03-1.06],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q21.1,5,101897240,SLCO6A1,OR7H2P - RNA5SP188,ENSG00000251261,ENSG00000199786,,80460.0,233767.0,rs138337556-G,rs138337556,0.0,138337556,intergenic_variant,1.0,0.0036,5e-09,8.301029995663981,,1.56,[1.34-1.81],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q21.1,5,103003035,PAM,PAM,,,ENSG00000145730,,,rs78408340-G,rs78408340,0.0,78408340,missense_variant,0.0,0.0083,2.0000000000000002e-24,23.69897000433602,,1.47,[1.37-1.59],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q21.1,5,103087264,PAM,GIN1,,,ENSG00000145723,,,rs115505614-T,rs115505614,0.0,115505614,3_prime_UTR_variant,0.0,0.0499,9.999999999999999e-31,30.0,,1.19,[1.15-1.22],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,5q31.1,5,134528909,PHF15,JADE2,,,ENSG00000043143,,,rs329122-A,rs329122,0.0,329122,intron_variant,0.0,0.4286,4e-09,8.397940008672037,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p25.1,6,7035501,RREB1,RN7SL554P - RREB1,ENSG00000240936,ENSG00000124782,,96604.0,72096.0,rs112498319-C,rs112498319,0.0,112498319,intergenic_variant,1.0,0.4085,4e-07,6.3979400086720375,,1.03,[1.02-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p24.3,6,7231610,RREB1,RREB1,,,ENSG00000124782,,,rs9379084-G,rs9379084,0.0,9379084,missense_variant,0.0,0.8873,3e-21,20.522878745280337,,1.11,[1.08-1.13],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p24.3,6,7255417,RREB1,RREB1 - SSR1,ENSG00000124782,ENSG00000124783,,3437.0,12889.0,rs9505097-C,rs9505097,0.0,9505097,intergenic_variant,1.0,0.7994,9e-10,9.045757490560677,,1.05,[1.03-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p22.3,6,20679478,CDKAL1,CDKAL1,,,ENSG00000145996,,,rs7756992-G,rs7756992,0.0,7756992,intron_variant,0.0,0.2735,2.0000000000000001e-88,87.69897000433602,,1.15,[1.13-1.17],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p21.32,6,32605638,MHC,HLA-DRB1 - HLA-DQA1,ENSG00000196126,ENSG00000196735,,15790.0,22541.0,rs601945-G,rs601945,0.0,601945,intergenic_variant,1.0,0.1775,5e-08,7.301029995663981,,1.06,[1.04-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p21.2,6,40441504,LRFN2,LRFN2,,,ENSG00000156564,,,rs34298980-T,rs34298980,0.0,34298980,intron_variant,0.0,0.4967,9e-10,9.045757490560677,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p21.1,6,43792590,VEGFA,VEGFA - LINC02537,ENSG00000112715,ENSG00000283215,,6103.0,52288.0,rs11967262-G,rs11967262,0.0,11967262,regulatory_region_variant,1.0,0.4855,9e-10,9.045757490560677,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p21.1,6,43846453,VEGFA,LINC02537,,,ENSG00000283215,,,rs6458354-C,rs6458354,0.0,6458354,intron_variant,0.0,0.289,2e-12,11.69897000433602,,1.05,[1.04-1.07],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p12.3,6,50821065,TFAP2B,TFAP2B,,,ENSG00000008196,,,rs3798519-C,rs3798519,0.0,3798519,intron_variant,0.0,0.1844,3e-12,11.522878745280336,,1.06,[1.04-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6p12.3,6,51315967,TFAP2B,FTH1P5 - PKHD1,ENSG00000230204,ENSG00000170927,,402711.0,299332.0,rs2465043-G,rs2465043,0.0,2465043,intergenic_variant,1.0,0.6441,3e-06,5.522878745280337,,1.03,[1.02-1.04],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6q12,6,66677597,SLC25A51P1,NUFIP1P1 - RNU7-66P,ENSG00000218890,ENSG00000238949,,582688.0,51246.0,rs555402748-T,rs555402748,0.0,555402748,intergenic_variant,1.0,4.0E-4,5e-08,7.301029995663981,,3.67,[2.30-5.86],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6q21,6,107110484,BEND3,BEND3,,,ENSG00000178409,,,rs4946812-G,rs4946812,0.0,4946812,intron_variant,0.0,0.6743,8e-09,8.096910013008056,,1.04,[1.03-1.05],"Affymetrix, Illumina [~ 27000000] (imputed)",N
2020-01-08,30297969,Mahajan A,2018-10-08,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30297969,Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps.,Type 2 diabetes,"74,124 European ancestry cases, 824,006 European ancestry controls",,6q22.32,6,126470949,CENPW,CENPW - MIR588,ENSG00000203760,ENSG00000207632,,122074.0,13682.0,rs11759026-G,rs11759026,0.0,11759026,intron_variant,1.0,0.2321,2e-18,17.69897000433602,,1.07,[1.05-1.08],"Affymetrix, Illumina [~ 27000000] (imputed)",N
